gid,animal,id,time,x,y,geom,label
146,767,147,2006-01-30 12:02:41,1231773.64290818,5782105.98234896,0101000020110F000067A195A49DCB32412CCEDE7E960E5641,1
147,767,148,2006-01-31 06:01:51,1231560.68872229,5781971.71475092,0101000020110F0000A01A50B0C8CA3241A57ABEED740E5641,1
148,767,149,2006-02-02 06:01:23,1232090.02403297,5781692.65558256,0101000020110F000054062706DACC32418E10F5292F0E5641,1
149,767,150,2006-02-02 12:02:57,1232125.22325595,5781607.58202872,0101000020110F00004C4D2739FDCC324163F53FE5190E5641,1
150,767,151,2006-02-02 18:01:38,1232164.55243205,5781533.77641362,0101000020110F0000D42F6C8D24CD3241C1C2B071070E5641,1
151,767,152,2006-02-03 00:01:50,1232144.6262432,5781534.24120275,0101000020110F00006F7951A010CD3241A9DD6F8F070E5641,1
152,767,153,2006-02-03 18:01:25,1232079.43754939,5782044.00133924,0101000020110F0000A03C0370CFCC32412EF11500870E5641,1
153,767,154,2006-02-04 00:01:42,1232082.16487691,5782059.46850176,0101000020110F0000885F352AD2CC3241CEEEFBDD8A0E5641,1
154,767,155,2006-02-04 06:01:24,1232073.98289434,5782051.678818599,0101000020110F0000A6F69EFBC9CC324191C371EB880E5641,1
155,767,156,2006-02-04 12:02:22,1231674.2123389998,5782008.5792345,0101000020110F000044D95B363ACB3241952D12257E0E5641,1
156,767,157,2006-02-04 18:01:42,1231561.86870889,5781777.84214635,0101000020110F0000B0B463DEC9CA3241CEB9E575440E5641,1
157,767,158,2006-02-05 00:03:03,1231701.46335035,5781741.39533947,0101000020110F0000E8209E7655CB3241EC3D4D593B0E5641,1
158,767,159,2006-02-05 06:01:02,1231628.49342414,5781981.15524972,0101000020110F0000600B517E0CCB3241869CEF49770E5641,1
159,767,160,2006-02-05 12:02:20,1231740.20253314,5781886.78276978,0101000020110F00003D36D9337CCB32416BE618B25F0E5641,1
160,767,161,2006-02-05 18:03:00,1231880.10886918,5781613.65639445,0101000020110F0000C0D9DE1B08CC3241DE5D026A1B0E5641,1
161,767,162,2006-02-06 00:02:41,1231645.36945894,5781425.56134357,0101000020110F000071DC945E1DCB3241950DED63EC0D5641,1
162,767,163,2006-02-06 06:01:18,1231649.94469001,5781411.85825579,0101000020110F00005A34D7F121CB3241B1A9EDF6E80D5641,1
163,767,164,2006-02-06 12:02:17,1231586.90446237,5781516.09841721,0101000020110F00008CD88AE7E2CA3241B3774C06030E5641,1
164,767,165,2006-02-06 18:00:41,1231586.71521924,5781669.54395986,0101000020110F0000AD9B18B7E2CA3241043DD062290E5641,1
165,767,166,2006-02-07 00:02:29,1231589.99914422,5781972.80465519,0101000020110F000065EAC7FFE5CA32417B787F33750E5641,1
166,767,167,2006-02-07 06:00:55,1231603.14597608,5781975.89806069,0101000020110F00003AB05E25F3CA32418BD379F9750E5641,1
167,767,168,2006-02-07 18:03:11,1231324.62461012,5782087.29343409,0101000020110F0000E672E69FDCC93241C79FC7D2910E5641,1
168,767,169,2006-02-08 00:02:09,1231620.13333038,5781948.90693197,0101000020110F000096F0212204CB3241642C0B3A6F0E5641,1
169,767,170,2006-02-08 06:01:24,1231606.45216496,5781998.12893924,0101000020110F00003415C173F6CA32415F8A40887B0E5641,1
170,767,171,2006-02-08 12:01:17,1231582.21791181,5781813.13510742,0101000020110F00008111C937DECA32419899A5484D0E5641,1
171,767,172,2006-02-08 18:01:07,1232167.95880847,5781406.31291868,0101000020110F0000CE7874F527CD324112DC0694E70D5641,1
172,767,173,2006-02-09 00:01:47,1231664.83923788,5781434.23196327,0101000020110F0000304BD8D630CB3241797CD88EEE0D5641,1
173,767,174,2006-02-09 06:01:25,1231651.3250517,5781437.96626235,0101000020110F00009596365323CB32410A3ED77DEF0D5641,1
174,767,175,2006-02-09 12:02:24,1231640.99460295,5781468.52987663,0101000020110F0000874C9EFE18CB3241AB7FE921F70D5641,1
175,767,176,2006-02-10 00:01:31,1231652.80560092,5781831.64713909,0101000020110F0000A5DC3BCE24CB324113BA6AE9510E5641,1
176,767,177,2006-02-10 06:03:00,1232109.70531894,5781720.36717077,0101000020110F000035C88FB4EDCC3241D4B97F17360E5641,1
177,767,178,2006-02-11 00:03:04,1231557.49385291,5781760.27585661,0101000020110F0000F1246D7EC5CA32417CA2A711400E5641,1
178,767,179,2006-02-11 06:01:12,1231551.32675312,5781748.73597718,0101000020110F0000AC17A653BFCA324108401A2F3D0E5641,1
179,767,180,2006-02-11 12:02:24,1231685.45560757,5781749.55338481,0101000020110F00009DB2A27445CB32411FA86A633D0E5641,1
180,767,181,2006-02-13 18:01:51,1232064.50960567,5781678.7918072,0101000020110F000067847582C0CC32411BF8ACB22B0E5641,1
181,767,182,2006-02-14 00:03:13,1232159.28702014,5781594.37550653,0101000020110F0000E3267A491FCD32418A4C0898160E5641,1
182,767,183,2006-02-14 06:00:57,1231974.40760982,5781458.8174634,0101000020110F0000FE1D596866CC3241025251B4F40D5641,1
183,767,184,2006-02-14 12:01:53,1231684.87674622,5781406.79372812,0101000020110F0000B67072E044CB32410771CCB2E70D5641,1
184,767,185,2006-02-14 18:01:01,1231639.48065788,5781228.79985599,0101000020110F000013650C7B17CB32412ED73033BB0D5641,1
185,767,186,2006-02-15 00:01:59,1231603.98087226,5781978.94338323,0101000020110F0000C6711AFBF3CA32410E6460BC760E5641,1
186,767,187,2006-02-15 06:02:11,1231571.99878256,5781996.42996602,0101000020110F0000BF36B0FFD3CA32413390841B7B0E5641,1
187,767,188,2006-02-15 12:01:18,1231510.67287508,5781686.7254101,0101000020110F00008F8A41AC96CA32417C1E6DAE2D0E5641,1
188,767,189,2006-02-15 18:01:53,1231526.01270091,5781553.93866832,0101000020110F0000E95D4003A6CA32414A24137C0C0E5641,1
189,767,190,2006-02-16 00:02:18,1231789.41688003,5781678.31098301,0101000020110F00004FA6B86AADCB32414825E7932B0E5641,1
190,767,191,2006-02-16 06:01:24,1231888.44669903,5781733.75018395,0101000020110F00001DDE5A7210CC32418B030370390E5641,1
191,767,192,2006-02-16 18:03:03,1232309.77983974,5781542.03043126,0101000020110F0000C393A3C7B5CD3241F595F281090E5641,1
192,767,193,2006-02-17 00:02:11,1232047.04357757,5781661.56229,0101000020110F00004EE6270BAFCC3241328FFC63270E5641,1
193,767,194,2006-02-21 06:01:24,1231871.3591572,5781714.51711747,0101000020110F0000ECB9F15BFFCB3241DF7318A1340E5641,1
194,767,195,2006-02-21 18:03:09,1232001.9591838,5782140.3309462005,0101000020110F0000CC118DF581CC3241F9382E159F0E5641,1
195,767,196,2006-02-22 00:02:23,1231987.67689313,5782095.83647519,0101000020110F000040DE48AD73CC32413CCF88F5930E5641,1
196,767,197,2006-02-22 12:01:36,1231917.34523884,5782054.48374488,0101000020110F0000979261582DCC324116ADF59E890E5641,1
197,767,198,2006-02-22 18:02:57,1231529.99793868,5781988.560198099,0101000020110F0000CAE878FFA9CA32412149DA23790E5641,1
198,767,199,2006-02-23 06:01:52,1231630.56396667,5781977.58100196,0101000020110F0000A41E60900ECB3241D8222F65760E5641,1
199,767,200,2006-02-23 12:01:54,1231559.08572162,5781768.94680367,0101000020110F000022DAF115C7CA32416C6E983C420E5641,1
200,767,201,2006-02-23 18:02:51,1231577.38664591,5781677.97440609,0101000020110F0000F339FB62D9CA32415CAB5C7E2B0E5641,1
